0.00000000e+00	1.00000000
1.01010101e-07	0.99401454
2.02020202e-07	0.97624436
3.03030303e-07	0.94723762
4.04040404e-07	0.90787448
5.05050505e-07	0.85932065
6.06060606e-07	0.80296921
7.07070707e-07	0.74037601
8.08080808e-07	0.67319366
9.09090909e-07	0.60310854
1.01010101e-06	0.53178356
1.11111111e-06	0.46080846
1.21212121e-06	0.39165801
1.31313131e-06	0.32565795
1.41414141e-06	0.26395813
1.51515152e-06	0.20751238
1.61616162e-06	0.15706485
1.71717172e-06	0.11314298
1.81818182e-06	0.07605701
1.91919192e-06	0.04590649
2.02020202e-06	0.02259319
2.12121212e-06	0.00584024
2.22222222e-06	-0.00478387
2.32323232e-06	-0.00983748
2.42424242e-06	-0.00997593
2.52525253e-06	-0.00592122
2.62626263e-06	0.00156754
2.72727273e-06	0.0117216
2.82828283e-06	0.02378733
2.92929293e-06	0.03704776
3.03030303e-06	0.05084051
3.13131313e-06	0.06457222
3.23232323e-06	0.07772919
3.33333333e-06	0.08988428
3.43434343e-06	0.10070009
3.53535354e-06	0.10992854
3.63636364e-06	0.11740709
3.73737374e-06	0.12305209
3.83838384e-06	0.12684992
3.93939394e-06	0.1288466
4.04040404e-06	0.1291369
4.14141414e-06	0.12785365
4.24242424e-06	0.12515794
4.34343434e-06	0.12123065
4.44444444e-06	0.11626562
4.54545455e-06	0.1104641
4.64646465e-06	0.10403056
4.74747475e-06	0.09716907
4.84848485e-06	0.09008022
4.94949495e-06	0.08295795
5.05050505e-06	0.07598633
5.15151515e-06	0.06933608
5.25252525e-06	0.06316109
5.35353535e-06	0.05759498
5.45454545e-06	0.05274809
5.55555556e-06	0.04870509
5.65656566e-06	0.04552342
5.75757576e-06	0.04323267
5.85858586e-06	0.04183489
5.95959596e-06	0.04130592
6.06060606e-06	0.04159745
6.16161616e-06	0.04263976
6.26262626e-06	0.04434504
6.36363636e-06	0.04661111
6.46464646e-06	0.04932544
6.56565657e-06	0.05236939
6.66666667e-06	0.05562245
6.76767677e-06	0.05896643
6.86868687e-06	0.06228923
6.96969697e-06	0.06548828
7.07070707e-06	0.06847315
7.17171717e-06	0.0711675
7.27272727e-06	0.07351026
7.37373737e-06	0.075456
7.47474747e-06	0.07697467
7.57575758e-06	0.07805087
7.67676768e-06	0.07868282
7.77777778e-06	0.07888104
7.87878788e-06	0.07866702
7.97979798e-06	0.0780718
8.08080808e-06	0.07713453
8.18181818e-06	0.0759009
8.28282828e-06	0.07442141
8.38383838e-06	0.07274956
8.48484848e-06	0.07093984
8.58585859e-06	0.06904561
8.68686869e-06	0.06711709
8.78787879e-06	0.06519939
8.88888889e-06	0.06333095
8.98989899e-06	0.06154241
9.09090909e-06	0.05985604
9.19191919e-06	0.05828589
9.29292929e-06	0.05683857
9.39393939e-06	0.05551463
9.49494949e-06	0.05431022
9.59595960e-06	0.05321905
9.69696970e-06	0.05223422
9.79797980e-06	0.0513498
9.89898990e-06	0.05056204
1.00000000e-05	0.04987017
